1.0 2.0 3.0 4.0 4.0 3.0 5.0 5.0
6.0 2.0 3.0 3.0 2.0 5.0 5.0 5.0
5.0 5.0 1.0 7.0 5.0 5.0 5.0 5.0
8.0 3.0 5.0 2.0 4.0 3.0 2.0 2.0
9.0 10.0 10.0 11.0 1.0 9.0 2.0 10.0
7.0 4.0 12.0 5.0 4.0 6.0 9.0 5.0
4.0 10.0 5.0 3.0 7.0 13.0 3.0 2.0
8.0 8.0 4.0 3.0 11.0 4.0 10.0 11.0
