20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.998253,24.927412,27.431284,28.70346,29.033548,29.967384,29.655537,28.703197,26.233812,21.354183,20.404093,20.404093,20.404095,20.404095,20.404095,20.404095
20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,21.714363,26.579685,27.901022,28.305382,29.631954,29.896683,29.518915,27.685205,24.815699,20.404093,20.404093,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095
20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,21.008339,24.995,27.097395,27.494417,29.102764,30.008854,29.73014,28.588146,26.151064,21.338167,20.404093,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095
20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,21.736368,26.263575,26.662432,28.379963,29.770327,29.822674,29.424732,27.591455,24.743954,20.404093,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095
20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,21.019342,24.135653,25.0599,27.553091,29.203901,30.155933,29.819895,28.492142,26.066982,21.322155,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095
20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404093,21.75287,26.738398,28.52017,29.916512,29.7954,29.36812,27.49306,24.672207,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095
20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404093,21.030342,25.142221,27.681065,29.317932,30.311554,29.915625,28.85217,26.483065,20.404095,20.404097,20.404097,20.404095,20.404095,20.404095,20.404097,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404097,20.404097,20.404097,20.404099
21.046856,25.120983,27.852661,29.433672,29.739702,29.294352,27.395235,24.599813,20.4041,20.404099,20.404099,20.404097,20.404097,20.404097,20.404097,20.404097,20.404095,20.404097,20.404095,20.404097,20.404095,20.404097,20.404095,20.404097,20.404095,20.404095,26.483065,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404093,20.404095
20.404093,20.404095,20.404093,20.404095,20.404093,20.404095,20.404095,20.404089,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404089,20.404095,20.404093,20.404093,21.761442,26.418276,28.236721,29.47769,28.85217
29.632868,20.404095,20.404095,20.404095,20.404095,20.404097,20.404095,21.581432,20.604603,20.604603,20.604603,20.604603,20.604603,20.604603,20.604603,20.604603,20.604603,20.604603,20.604603,20.604603,20.604603,20.604603,20.604605,20.604605,20.604605,20.604605,20.604605,20.604609,21.247364,25.321491,28.05317,29.63418,30.564243,30.145172,28.495382,26.082075,21.479973,20.604609,20.604609,20.604605
