20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404097,20.404097,20.404097,20.404097,20.404097,20.404099,21.046856,25.120983,27.852661,29.433672,30.363735,29.944664,28.294874,25.881567,21.279465,20.404099,20.404099,20.404097,20.404097,20.404097,20.404097,20.404097,20.404097,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095
20.404095,20.404095,20.404095,20.404097,20.404097,20.404097,20.404097,20.404097,20.404099,20.404099,21.81248,27.012514,28.81774,30.147726,29.90291,29.224556,27.302717,24.48357,20.404099,20.404097,20.404097,20.404097,20.404097,20.404097,20.404097,20.404097,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095
20.404097,20.404097,20.404097,20.404097,20.404097,20.404099,20.404099,21.05786,25.347578,27.96472,29.51259,30.32746,29.912928,28.23607,25.78755,21.853941,21.263449,20.404097,20.404097,20.404097,20.404097,20.404097,20.404097,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404097,20.404097
20.404097,20.404097,20.404097,20.404099,20.404099,21.833567,27.104925,28.889479,30.13117,29.87535,29.174927,27.22576,25.696499,24.409155,20.404097,20.404097,20.404097,20.404097,20.404097,20.404097,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404097,20.404097,20.404097,20.404097,20.404097
20.404097,20.404099,21.067945,25.41975,28.04888,29.538149,30.28092,29.87705,28.174084,26.605,25.104015,20.404097,20.404097,20.404097,20.404097,20.404097,20.404097,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404097,20.404097,20.404097,20.404097,20.404097,20.404097,20.404097
21.854654,27.192194,28.950096,30.106808,29.84365,29.107437,27.537073,26.500044,21.402224,20.404097,20.404097,20.404097,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404097,20.404097,20.404097,20.404097,20.404097,20.404097,20.404097,21.078943,25.497486,28.128874
29.554226,30.241945,29.824234,28.511383,28.038256,25.030935,20.404097,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404097,20.404097,20.404097,20.404097,20.404097,20.404097,20.404097,21.875742,27.277273,28.987993,30.090254,29.79501
29.480133,28.993252,26.400642,21.386211,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404097,20.404097,20.404097,20.404097,20.404097,21.08903,25.568745,28.20289,29.55986,30.169722,30.169722,29.739687,27.890697
24.959188,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404097,20.404095,21.89683,27.352623,29.008657,30.045898,30.045898,29.716726,28.844776,26.316559,21.370195,20.404095
20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,20.404095,21.694193,26.50475,28.251291,29.508148,29.551243,30.001343,29.618721,27.781628,24.887444,20.404095,20.404095,20.404095,20.404095
