id,polarization_0,polarization_1,polarization_2,polarization_3,polarization_4,polarization_5,polarization_6,polarization_7,polarization_8,polarization_9,polarization_10,polarization_11,polarization_12,polarization_13,polarization_14,polarization_15,polarization_16,polarization_17,polarization_18,polarization_19,polarization_20,polarization_21,polarization_22,polarization_23,polarization_24,polarization_25,polarization_26,polarization_27,polarization_28,polarization_29,polarization_30,polarization_31,polarization_32,polarization_33,polarization_34,polarization_35,polarization_36,polarization_37,polarization_38,polarization_39,polarization_40,polarization_41,polarization_42,polarization_43,polarization_44,polarization_45,polarization_46,polarization_47,polarization_48,polarization_49,polarization_50,polarization_51,polarization_52,polarization_53,polarization_54,polarization_55,polarization_56,polarization_57,polarization_58,polarization_59,polarization_60,polarization_61,polarization_62,polarization_63,polarization_64,polarization_65,polarization_66,polarization_67,polarization_68,polarization_69,polarization_70,polarization_71,polarization_72,polarization_73,polarization_74,polarization_75,polarization_76,polarization_77,polarization_78,polarization_79,polarization_80,polarization_81,polarization_82,polarization_83,polarization_84,polarization_85,polarization_86,polarization_87,polarization_88,polarization_89,polarization_90,polarization_91,polarization_92,polarization_93,polarization_94,polarization_95,polarization_96,polarization_97,polarization_98,polarization_99
0,-0.027245256197743407,0.015231247118005402,0.011135485971689847,-0.016907738735658838,-0.06257610925085168,-0.10412565806415928,-0.1310608890465896,-0.1584951143055843,-0.20573011921323212,-0.21854425002860092,-0.25384063145808844,-0.2706166968697727,-0.30135279489399186,-0.3274264695725193,-0.3447554004435566,-0.3621146444522196,-0.3790402966707381,-0.39685444645507856,-0.4083290165793867,-0.40501965303929033,-0.41366429005788197,-0.4178489453281648,-0.4231293970355711,-0.4345133482391576,-0.438225165898154,-0.4606918730497123,-0.4719196446058988,-0.473323797738783,-0.4842692296073936,-0.5076025661174759,-0.50110644526588,-0.5317480428917866,-0.5436553659158154,-0.5704563143887829,-0.5747354769450606,-0.5803200493008563,-0.5875134694608475,-0.5906025430947377,-0.5915202073237765,-0.5997119131022555,-0.5970180871476037,-0.5929203488190958,-0.6005051700275869,-0.606479198063321,-0.609883616592769,-0.5946956384278731,-0.5989755640175786,-0.6079359112390629,-0.6233590591604706,-0.63065724099325,-0.6302138396679168,-0.6238403689471103,-0.6354568709758923,-0.650735177534899,-0.6529662593244303,-0.6690085862402149,-0.6767577209627633,-0.6647293569758943,-0.6677705886971246,-0.6651238545100833,-0.6616776445135593,-0.6714167873973034,-0.6856214112542247,-0.676827199655318,-0.6775253973148323,-0.679359401736164,-0.6765500095579232,-0.6768372641383853,-0.6661446670298575,-0.6658147338174355,-0.667841717854342,-0.6712036599968471,-0.6560570015906206,-0.6695360566774139,-0.6809476623584843,-0.6781978912908923,-0.6752312163321037,-0.6761736342552984,-0.6766667036293758,-0.6845906975732861,-0.6862971534740439,-0.6768039987175176,-0.6810087314967848,-0.6849012924816633,-0.6932083113733382,-0.6979969914172329,-0.7029392048288662,-0.7142529553925663,-0.7106953902824243,-0.7051476674753969,-0.7076649756520174,-0.7069827987735025,-0.7104588674506427,-0.7130019870062414,-0.7184698910636633,-0.7146699627061207,-0.7236804246579108,-0.7238843030611555,-0.7295282502638539,-0.7180681161939202
1,0.03825756696344115,0.008208848579741402,-0.0013263887425435253,-0.06991959458790324,-0.16920551109970955,-0.2035975927370754,-0.2415601067923809,-0.24305264798412615,-0.2788652722019289,-0.3242053986619711,-0.3704065881585003,-0.39689555328942405,-0.4156420186696233,-0.43593532679389674,-0.452186811838654,-0.46840531220695775,-0.4892124374869389,-0.4920263210017467,-0.4988914620556206,-0.5077218742335875,-0.517924404794828,-0.5302491487213377,-0.544203138563457,-0.5566813633341369,-0.5671457478024639,-0.5691643584002556,-0.5912660560652483,-0.5863385307980331,-0.5913372720493054,-0.5908401096693268,-0.6038420201931346,-0.600622484800604,-0.596350443289303,-0.6004231876606305,-0.60449916563937,-0.606746662412245,-0.6202174646471154,-0.62632627334704,-0.6302461695551627,-0.638057150952114,-0.6453892553078105,-0.6521201918645952,-0.6482646760015162,-0.6575272375586821,-0.6540604176554783,-0.6674046206256663,-0.6683289777992496,-0.6747469912748856,-0.6716976577394792,-0.6713164727644618,-0.6797076804119042,-0.6923168748343599,-0.6989863805461947,-0.7051972885616772,-0.7135953644519981,-0.7137606633546281,-0.7219188035120829,-0.7147074914438205,-0.7051872998695521,-0.7115212118406186,-0.7066218544557664,-0.701005780092532,-0.7005854766822776,-0.6962246332989648,-0.6955886276489989,-0.703383120979737,-0.7025585468093193,-0.7013112633707478,-0.7037333049642682,-0.7157902206955168,-0.7184123669829993,-0.7171977912755101,-0.7185414774262804,-0.7165136126954296,-0.7177935773331565,-0.7147292815927093,-0.7174933296547654,-0.719930142256983,-0.7180467803053336,-0.7251394677533353,-0.7249236004022435,-0.7247775755351342,-0.7265048392098657,-0.7209030597556341,-0.7136853095512307,-0.7007955545235347,-0.7048815298590198,-0.6958019502952542,-0.7038100597333462,-0.7025985494103231,-0.693454108814387,-0.693136866243597,-0.6912588305830087,-0.6948793140822935,-0.6977364254177015,-0.7015280007332098,-0.7016922582259814,-0.7001288582200735,-0.6971324437159336,-0.6899377157991515
2,-0.014669100279872649,-0.0676409297079925,-0.13853111643122143,-0.21403340334097237,-0.2656779279685455,-0.3066803161417677,-0.3583039957537641,-0.3923403201680463,-0.44448225220839777,-0.4656616923647467,-0.48114598916212536,-0.5005528158794461,-0.5098829642959397,-0.5227067940598609,-0.5420649093851041,-0.5662724410837369,-0.5848632283489164,-0.5860840961752591,-0.611438432855259,-0.620616539382677,-0.6327862981086838,-0.6404430161492008,-0.6197686999564987,-0.6128893389263051,-0.6084389284268107,-0.6056058074258139,-0.6197625803174192,-0.6169856776013772,-0.6148978672677103,-0.6158708963805155,-0.623371111036834,-0.627087025596376,-0.6283205138576181,-0.642236762034976,-0.6405581844398226,-0.6484250717875452,-0.6546719864379569,-0.6640921988349262,-0.6634244005728095,-0.6695571693758525,-0.6735585796060163,-0.6681824498378295,-0.6695310237480311,-0.6867391399885903,-0.6953058762322541,-0.6892426996109952,-0.6792762395144343,-0.6763388130237843,-0.6665506794908089,-0.6729719611922381,-0.674993779576801,-0.6709516247618683,-0.6815767368768479,-0.6783109596286291,-0.690267200909963,-0.6941353436095669,-0.6980094185551654,-0.6995902441537027,-0.6995402478225198,-0.709431932801134,-0.7215735256429902,-0.7221500221256875,-0.7267950891146175,-0.7160387095530559,-0.7103205071766162,-0.7002848287282342,-0.696990207759557,-0.6906205092465518,-0.7024752165205139,-0.7128233848443126,-0.7125855656690593,-0.7069409420254658,-0.7099961098548917,-0.7158815603836338,-0.707150578134466,-0.7061171910038678,-0.715172370036955,-0.7198074710044168,-0.7146448403510223,-0.7191071522720819,-0.7184244612451345,-0.7248278902150552,-0.7259470489630722,-0.7171397043473742,-0.7081095305799531,-0.7124240853679286,-0.710698680198414,-0.7055262016393321,-0.6975275346517827,-0.6897300436016749,-0.693333759073477,-0.6911017200591322,-0.6876510002204727,-0.695290717489499,-0.6882060365730039,-0.6850912068689666,-0.6713098972255832,-0.6740787911761487,-0.6801400301458598,-0.6791162274979996
3,0.01952719674579842,0.06672927378094229,-0.014141408772733592,-0.08834268479538754,-0.1568154729551546,-0.2004650616812913,-0.22662701829155554,-0.2523847619816891,-0.2695196954380536,-0.2774948959795662,-0.30008554808010435,-0.3197830452752015,-0.35241547664625034,-0.3937905444575396,-0.42009557019002863,-0.4326449387321083,-0.44974619212226274,-0.45523992173000866,-0.47182530797425515,-0.48957180375374554,-0.5160678335895379,-0.5297719597957641,-0.5298611460144419,-0.5327466313007876,-0.536969463469626,-0.5515428608587247,-0.5582998363408717,-0.5759600608283337,-0.5694610435607511,-0.5763876902087636,-0.5808077832181442,-0.5921875902974562,-0.601975367704616,-0.6100286747221154,-0.6308220309610466,-0.6300072842312249,-0.6321892544847375,-0.6372603863699556,-0.644453776684361,-0.6566910402991616,-0.6600292915934587,-0.6568675276992856,-0.6699048493486783,-0.676459487783148,-0.6851334088753933,-0.6917822103828466,-0.6939437078272068,-0.7015716862459596,-0.7099400845402905,-0.7168361594418787,-0.7188834223960725,-0.7168973273024752,-0.7203673146085692,-0.7122889310943288,-0.7180108273434037,-0.724425768921396,-0.7229789776722112,-0.7296491001057727,-0.7381143329102625,-0.7524564950527141,-0.7490284372778128,-0.7423584572117486,-0.7453402235333997,-0.7511699441277591,-0.7615840890344415,-0.7640026823081719,-0.7678515037173615,-0.7528570513349099,-0.7505409182307539,-0.7510364387511825,-0.7465436323061969,-0.7546931814610902,-0.7573202855925075,-0.7496774359112703,-0.7523991299385847,-0.7602670582881141,-0.7588529161605179,-0.7609777633167261,-0.7635717961468086,-0.7596952899111755,-0.7570813784749975,-0.7609216939321797,-0.7627145692268512,-0.7542000389742537,-0.7571669681034285,-0.7649554730733567,-0.7654451398165079,-0.7559306517091302,-0.7562593674145645,-0.7540092045468199,-0.7470936398414834,-0.7418039156635682,-0.7466270010529936,-0.7519824662988279,-0.7478693184229382,-0.7562764613569531,-0.7556753556011363,-0.7613877625110255,-0.7715562510520516,-0.7657178117969664
4,-0.0143464769244052,-0.07089905438848063,-0.1338324677606568,-0.21667561526341805,-0.27852938465274396,-0.32269891937654505,-0.37194136997969957,-0.41869907690618746,-0.4531413829803204,-0.477206494860566,-0.49065896037230744,-0.5299508293564442,-0.548038169772484,-0.5531161444368847,-0.5536323981592802,-0.5522616645299679,-0.559520253433407,-0.5573391450450091,-0.5620840760264838,-0.5721618980766915,-0.5753446001509294,-0.5739503128799925,-0.5617624892244639,-0.5633699786078226,-0.5725948145152148,-0.5591998743848279,-0.5626346682186719,-0.5430628807252443,-0.5427852625705617,-0.5548907875130008,-0.5632116127546395,-0.5434804183227243,-0.5523311321075678,-0.5771040210683579,-0.5919822649207787,-0.5961272687690617,-0.5961886501780823,-0.6012731505305013,-0.6111403280205768,-0.6145497504843994,-0.6146039509648109,-0.6163019422752477,-0.6334472852218576,-0.6291176458263404,-0.6094917104409681,-0.5973992019265302,-0.5848328061797928,-0.5965995484373937,-0.6013543894175046,-0.6131120480631663,-0.6228718983957198,-0.6319445262660085,-0.6375183843283794,-0.640948144480184,-0.6646648576288015,-0.6451532194646581,-0.650332885284524,-0.666773648579158,-0.6688229903995936,-0.6756308439650958,-0.6781614827038296,-0.6854605435073089,-0.6816739218035296,-0.6762805110269479,-0.6884396704996122,-0.6888827958996774,-0.6827475363506599,-0.6878852268674447,-0.6959896452039159,-0.6919920354768176,-0.6939053179317796,-0.6898772231539537,-0.687295603851167,-0.701886111140409,-0.692819826777386,-0.6872281387967667,-0.6670074069731143,-0.678476968858003,-0.6834750959757724,-0.6914688039720553,-0.6935890154873618,-0.7032919556142342,-0.7073312612999857,-0.7093365817330703,-0.7207004232028322,-0.7130965933997896,-0.715308287887239,-0.7075535904692022,-0.7001840412219548,-0.695974591195034,-0.6859354257545097,-0.6879460991414312,-0.6864935779187319,-0.6771473142356266,-0.6906860132740753,-0.6902546196023185,-0.6758364381440183,-0.6864213175801066,-0.6893231805947532,-0.6976746973044956
5,-0.03890168808644536,-0.04918645976931532,-0.10258382073803285,-0.1416625804957523,-0.18467443953663343,-0.22204389944567202,-0.29889739778624186,-0.3264944298217096,-0.3370216102882292,-0.36444917855500186,-0.38967748948396375,-0.3923614499104311,-0.40928805826785497,-0.41999937108743135,-0.430579922504974,-0.44509415601514063,-0.45330317591989705,-0.46140328389721774,-0.4737393866776948,-0.47080256630018796,-0.479479424149405,-0.4651523807624203,-0.46077200301566756,-0.4368915756736771,-0.4318739001272898,-0.4261460381990311,-0.4330574749410884,-0.45020183006497677,-0.46263834293400596,-0.482167044066229,-0.4850384727870071,-0.5086293279599513,-0.5413843626239456,-0.5625788537710211,-0.5743832053687608,-0.5795156081295169,-0.5820853851475847,-0.587136559202282,-0.5899049394264275,-0.5945745839216567,-0.5976090599692606,-0.5986059230107088,-0.6047103933983522,-0.6048013099838474,-0.6072596677028824,-0.6138838994214911,-0.6363577550249221,-0.6413069854787439,-0.6350097714059093,-0.6319696477088507,-0.638751687656153,-0.6398302970654107,-0.6610523188057753,-0.6575583227354558,-0.658274828726443,-0.665928374088602,-0.6701130865663159,-0.6778363823907019,-0.6874745228387168,-0.6865325969597056,-0.6924243779051164,-0.6983917797962563,-0.7003814596307248,-0.7041919741163616,-0.6982170095392918,-0.7049504438388031,-0.695665605307938,-0.6879974237310803,-0.6851313681345357,-0.6921115931298825,-0.6896518525048253,-0.6919203505476426,-0.6991007396517687,-0.7011744080445445,-0.7033019077564627,-0.712449392232174,-0.7191179388317956,-0.7238141754867432,-0.7161838479275987,-0.7280330646604024,-0.7254695432814537,-0.7319694824790542,-0.732733892270662,-0.7416887640505664,-0.7426124369540209,-0.7485289444509132,-0.7402045766246,-0.7463219737778526,-0.7478058276496007,-0.7542151830030173,-0.7672191924736659,-0.7736406796422076,-0.7761013872872033,-0.7810089988692251,-0.7710445761479849,-0.7748167776105042,-0.7805474093324611,-0.7789607399163216,-0.7692626688489196,-0.7686474821252901
6,0.024075026800026076,0.03896628875306487,-0.00249460663576343,-0.08388347992354193,-0.14901290619367352,-0.17508017971968023,-0.22626179175490457,-0.2739605753209327,-0.2988380015581134,-0.31826641333176137,-0.33673584037493326,-0.3708298422355075,-0.39649924657931096,-0.4022250352971481,-0.4169421296209154,-0.4418205184344379,-0.45096848336168854,-0.46775687853014825,-0.4820749397502038,-0.4921416827135682,-0.5075122956192152,-0.511304110890964,-0.520565271350655,-0.5306218768906731,-0.5276546113344049,-0.5456071763861028,-0.5571321275999617,-0.5438746984754915,-0.556895833720904,-0.5763877073984012,-0.5868953329163487,-0.5984162231260196,-0.6188154503586282,-0.6307173241157235,-0.6312982587863213,-0.6442602576617311,-0.6450043856948523,-0.6456351882181959,-0.6511318134033947,-0.65328013754736,-0.6620029506455613,-0.673702286273899,-0.6770837650600735,-0.6700689854638672,-0.6765344585713335,-0.6765281506882006,-0.6839525131016231,-0.6785008575883481,-0.673134009908157,-0.6787979715920395,-0.6869841966806038,-0.6922835327436535,-0.704961049833277,-0.7105785746433345,-0.710784460963076,-0.720200798482513,-0.7350609631783191,-0.7438834942023961,-0.7520612884273012,-0.7568910362759272,-0.7543859594025357,-0.755175286392138,-0.7584286949084905,-0.7590326813812546,-0.7575611322382032,-0.7588923410352573,-0.7718496595344689,-0.7715095961951587,-0.7737081230017959,-0.7814941909322151,-0.7804761293584683,-0.778921085316465,-0.7864429047713997,-0.7902793976428325,-0.7836550526933945,-0.787072457698102,-0.7885158267098201,-0.7965906861512189,-0.793159372848074,-0.7937707316102819,-0.800724322087708,-0.7951691016682664,-0.7953182979348145,-0.7952904559509217,-0.8030824067183885,-0.8084098189283492,-0.8085361925246412,-0.7998295256565048,-0.794580636581034,-0.7995848269154098,-0.8011402024042824,-0.804110804765501,-0.8025945414439086,-0.7988574440296684,-0.7913410466875521,-0.8072802179431384,-0.8081488009382349,-0.8063120180221935,-0.8139201314151857,-0.8222593457381461
7,-0.053805508865383773,-0.07899786017698675,-0.11171246461448288,-0.14782359280619806,-0.20387400327494906,-0.23388433315076324,-0.27647614429855993,-0.28604979969295885,-0.3049307327204104,-0.3292371997299676,-0.3336985577229658,-0.34299262980719997,-0.3764865536859377,-0.3874940945655799,-0.42159295893567694,-0.4306901202677701,-0.439589047078793,-0.45164110134517776,-0.46947321034281164,-0.48066489910028365,-0.5004500286421338,-0.5151709784449824,-0.5084279668695358,-0.5163041081931666,-0.5195388423392013,-0.5264738007873562,-0.5530873175947512,-0.5513010258711583,-0.5370797255538471,-0.5530716509465574,-0.5604264918737202,-0.5549057373157578,-0.5544312752150711,-0.5650419032349081,-0.5767151575393116,-0.5882690118118193,-0.5882205141597092,-0.5919117618431539,-0.5956734080593968,-0.6014159720177412,-0.6080345823651154,-0.6192605398157885,-0.6248061646815419,-0.624111247754305,-0.6308804357155442,-0.6360791807993967,-0.6375869979514309,-0.6314864655967186,-0.6382169900780622,-0.6437368683333861,-0.6472687871698923,-0.6623004705043988,-0.650714223792652,-0.6543238850792544,-0.659748853261538,-0.6706435904829757,-0.6654545014766642,-0.6675480699764875,-0.673587556189449,-0.6837255100748375,-0.6863031075863308,-0.6715176036931768,-0.6723454126276348,-0.6839457647396117,-0.688589764344361,-0.6858923508990729,-0.6817512692767358,-0.687609949884902,-0.684203754557743,-0.6776584632522383,-0.6852284009508978,-0.6885554029403633,-0.684180858870742,-0.70056333925911,-0.6933604578438719,-0.6938961813004415,-0.696107799833527,-0.699990261018109,-0.6977286696456454,-0.6954326823164436,-0.6920160809725833,-0.6907537321965533,-0.694833185260134,-0.6927241939541822,-0.6944327111683722,-0.6933663447129718,-0.6899102444150863,-0.6897876699814504,-0.6921076464422282,-0.6854984528330206,-0.6937549994140852,-0.6978227188037357,-0.69618950146556,-0.679774796293693,-0.6882366338240111,-0.6872426511153735,-0.6868588414443978,-0.6834645862075378,-0.6856380912331785,-0.6965663158889821
8,0.026804170179409365,-0.0058718337048983705,-0.07643606672500332,-0.1343444240650478,-0.1941400286408541,-0.26716164993007707,-0.32225256541799063,-0.36699824203846787,-0.3804243640809546,-0.3968711691335863,-0.40298983883060496,-0.4233026400150738,-0.43588578844790304,-0.4445813119494229,-0.4597431367842959,-0.4682988396289861,-0.49266746579470144,-0.5133034394892773,-0.5207383971296182,-0.526800036690335,-0.5144456535705025,-0.5095844369153388,-0.5236848114783735,-0.5381820859617963,-0.5398313484348619,-0.5507843744525652,-0.5640343350719723,-0.583925320320877,-0.5946517386241554,-0.6123190127444296,-0.6223325058331018,-0.633764547582387,-0.6505719979421177,-0.6695246061438773,-0.6752648958471177,-0.6817150291642762,-0.6832990864478209,-0.6810037584872028,-0.6847816284772124,-0.6951649147028195,-0.6909402404665805,-0.688657659067264,-0.6958704470021378,-0.6792749543063256,-0.6974728200112588,-0.6929075821689809,-0.7060826533437008,-0.7041667621158096,-0.7013718090726191,-0.6969206671874967,-0.6939242955012803,-0.6990501535971105,-0.70642966240749,-0.7147892983315459,-0.7101999157689538,-0.7119974711357867,-0.7155922357656946,-0.7069458656099828,-0.7129776054156736,-0.7141305872755521,-0.7197452225340544,-0.7192052238831371,-0.7267061581322504,-0.7309848872151725,-0.7278113932256098,-0.7333092562375448,-0.7201658112803072,-0.7244886793865039,-0.7236455228250359,-0.7166263862961431,-0.7272930950312059,-0.7290584001662209,-0.7302910306495518,-0.7342767036017394,-0.7378462991969345,-0.7405477924800303,-0.7430979857182598,-0.7375183956645972,-0.7415100871164307,-0.7349004842292881,-0.731958972781505,-0.7417689947129549,-0.7393472285844334,-0.7427370030065888,-0.7506431721280389,-0.7468042857032414,-0.7502815643987201,-0.7456681615710946,-0.7526122269255368,-0.7573192626029442,-0.7510881190398366,-0.7515457197313298,-0.7460517651418265,-0.752899245080745,-0.7526491289161545,-0.7434390322111315,-0.738444084183854,-0.7317266027346916,-0.7410507907847905,-0.7322273397343845
9,-0.016296667612594382,-0.05061439850118329,-0.08510358008191325,-0.10491580748974023,-0.1625857075830981,-0.22256285537464784,-0.24612384175157906,-0.2647944836284199,-0.30170799529003345,-0.3247792801351683,-0.35071801485036047,-0.367077478269465,-0.3875871308242611,-0.41041503447428446,-0.4448578273597664,-0.4507928382108454,-0.4550788059398758,-0.4790648003726235,-0.47860620475297594,-0.47708850861040425,-0.49081117906724814,-0.4957462407221664,-0.4956073492998994,-0.515622804843258,-0.5244149455023992,-0.5290162645712936,-0.5237536260918906,-0.5254084340458549,-0.5269599115546871,-0.5337847795651497,-0.5290608062480602,-0.5371781461289664,-0.538998248941827,-0.5416269810790701,-0.5419003176573542,-0.5478402339963138,-0.5571218694183293,-0.5550080023606611,-0.5507588162526524,-0.5472756202214142,-0.5498605713348844,-0.5590960170559128,-0.5668003415808354,-0.565415591141815,-0.5637717833230765,-0.5815505854620535,-0.5861500350332386,-0.6034051653428493,-0.6053936347837281,-0.6151999523670367,-0.6132574345112045,-0.6079918475851812,-0.6109208931973678,-0.6077980182447685,-0.6067302323928075,-0.6027811873601931,-0.5971024577733367,-0.5883980631346999,-0.5843690647504015,-0.6091408093152403,-0.6105365024201598,-0.606315959903837,-0.6048749583553825,-0.609322968633979,-0.5973505247064963,-0.597891754111397,-0.6058123251894056,-0.6034981421990906,-0.6071469238946057,-0.6083909890728555,-0.6232971930396473,-0.6325736252480126,-0.6325365625168813,-0.643544186127154,-0.6384585331938903,-0.6518223620050722,-0.650645135363911,-0.6585060714791143,-0.6631413895909322,-0.6707531312371899,-0.669343454676228,-0.6729799074639264,-0.6725476033592009,-0.6685103123680922,-0.6692414694756441,-0.6630047406220791,-0.6639883887870593,-0.6720139154690153,-0.6748331566241066,-0.6805271681380716,-0.6801759711953888,-0.6709476305442296,-0.6743874711831093,-0.6798556684634101,-0.6986726374813993,-0.704034926236738,-0.7071739790320974,-0.7076846003577613,-0.6976640150067953,-0.7015267657641872
