id,polarization,mean intention,adoption rate
0,0.0,0.0,0.0
1,-0.8603463333575369,-0.8603463333575369,0.04
2,-0.8407701797470838,-0.8407701797470838,0.02
3,-0.8130162573304642,-0.8130162573304642,0.02
4,0.0,0.0,0.0
5,-0.8481987347511862,-0.8481987347511862,0.03
6,-0.727617672538731,-0.727617672538731,0.13
7,-0.8435681940942069,-0.8435681940942069,0.01
8,0.0,0.0,0.0
9,-0.7168310856039665,-0.7168310856039665,0.09
10,-0.7709560389810677,-0.7709560389810677,0.12
11,-0.7980274670771496,-0.7980274670771496,0.02
12,-0.8537937789664177,-0.8537937789664177,0.02
13,-0.8395737521944676,-0.8395737521944676,0.03
14,-0.03145688681135116,-0.03145688681135116,0.0
15,-0.6926522628440159,-0.6926522628440159,0.06
16,-0.8550776335749631,-0.8550776335749631,0.05
17,-0.8355399767958354,-0.8355399767958354,0.07
18,-0.8192237171254952,-0.8192237171254952,0.01
19,-0.8509095163493688,-0.8509095163493688,0.01
20,-0.7955369099277757,-0.7955369099277757,0.04
21,-0.865495070194884,-0.865495070194884,0.03
22,-0.893020069744481,-0.893020069744481,0.06
23,-0.841747053108676,-0.841747053108676,0.02
24,-0.8360055225028016,-0.8360055225028016,0.01
25,-0.8722375519276703,-0.8722375519276703,0.05
26,-0.8179431379245601,-0.8179431379245601,0.09
27,-0.8280511608411952,-0.8280511608411952,0.01
28,-0.7529730030571723,-0.7529730030571723,0.09
29,-0.7938598124413458,-0.7938598124413458,0.09
30,-0.7746569665222692,-0.7746569665222692,0.01
31,-0.804591658367412,-0.804591658367412,0.06
32,-0.7739860858074435,-0.7739860858074435,0.0
33,-0.8388829910578082,-0.8388829910578082,0.03
34,-0.8334866928687329,-0.8334866928687329,0.02
35,-0.7938088276121534,-0.7938088276121534,0.04
36,-0.8593531528930751,-0.8593531528930751,0.03
37,-0.7003506831982176,-0.7003506831982176,0.11
38,0.0,0.0,0.0
39,-0.8005399095347535,-0.8005399095347535,0.02
40,-0.8060848869365175,-0.8060848869365175,0.1
41,-0.7416070662661106,-0.7416070662661106,0.05
42,-0.6575096260143494,-0.6575096260143494,0.09
43,-0.8227510145512814,-0.8227510145512814,0.08
44,-0.765946218784056,-0.765946218784056,0.08
45,0.0,0.0,0.0
46,-0.7096907919886523,-0.7096907919886523,0.14
47,-0.7633389059275675,-0.7633389059275675,0.06
48,-0.7629970223418812,-0.7629970223418812,0.14
49,-0.7325616495651636,-0.7325616495651636,0.0
50,-0.8224799482294719,-0.8224799482294719,0.09
51,-0.8397485866695298,-0.8397485866695298,0.03
52,-0.8309767994384828,-0.8309767994384828,0.03
53,-0.7439872954575651,-0.7439872954575651,0.04
54,-0.8183966379823557,-0.8183966379823557,0.09
55,-0.6133615606220366,-0.6133615606220366,0.11
56,-0.8295577044936131,-0.8295577044936131,0.01
57,-0.8505286105231762,-0.8505286105231762,0.05
58,-0.7452644260885488,-0.7452644260885488,0.06
59,-0.8949813648694461,-0.8949813648694461,0.07
60,-0.8043261040668637,-0.8043261040668637,0.05
61,-0.8052991481106276,-0.8052991481106276,0.09
62,-0.7396352176693426,-0.7396352176693426,0.13
63,-0.8081046795544248,-0.8081046795544248,0.02
64,-0.8367601539117406,-0.8367601539117406,0.0
65,-0.8107832587746567,-0.8107832587746567,0.02
66,-0.6952955317907233,-0.6952955317907233,0.18
67,-0.824880383876694,-0.824880383876694,0.07
68,-0.6782850604523998,-0.6782850604523998,0.08
69,-0.8239911996183118,-0.8239911996183118,0.03
70,-0.6922534397147263,-0.6922534397147263,0.11
71,-0.8245906664418515,-0.8245906664418515,0.06
72,-0.8294179979187323,-0.8294179979187323,0.02
73,-0.8011782249702131,-0.8011782249702131,0.01
74,-0.8337843297742702,-0.8337843297742702,0.04
75,-0.772102754832567,-0.772102754832567,0.12
76,-0.8097108184104006,-0.8097108184104006,0.02
77,-0.7869648345053314,-0.7869648345053314,0.09
78,-0.8409525324215733,-0.8409525324215733,0.03
79,-0.8700155772978212,-0.8700155772978212,0.02
80,-0.7180868810543416,-0.7180868810543416,0.06
81,-0.7692372449166242,-0.7692372449166242,0.01
82,-0.8341155469994878,-0.8341155469994878,0.04
83,-0.8686696941683338,-0.8686696941683338,0.01
84,-0.7639061305713167,-0.7639061305713167,0.08
85,-0.7748636913507636,-0.7748636913507636,0.05
86,-0.8051104110598943,-0.8051104110598943,0.05
87,-0.8013156102498552,-0.8013156102498552,0.04
88,-0.7617450799252956,-0.7617450799252956,0.03
89,-0.8452471787177415,-0.8452471787177415,0.01
90,-0.795444322813793,-0.795444322813793,0.11
91,-0.6761092217702348,-0.6761092217702348,0.09
92,-0.7115521176390496,-0.7115521176390496,0.04
93,-0.7725027065133971,-0.7725027065133971,0.01
94,-0.8023432031738577,-0.8023432031738577,0.03
95,-0.8043129927921246,-0.8043129927921246,0.05
96,-0.7966037584616401,-0.7966037584616401,0.01
97,-0.7683163709246044,-0.7683163709246044,0.03
98,-0.7960284095158553,-0.7960284095158553,0.07
99,-0.7376624356589001,-0.7376624356589001,0.06
