id,adoption_evolution_0,adoption_evolution_1,adoption_evolution_2,adoption_evolution_3,adoption_evolution_4,adoption_evolution_5,adoption_evolution_6,adoption_evolution_7,adoption_evolution_8,adoption_evolution_9,adoption_evolution_10,adoption_evolution_11,adoption_evolution_12,adoption_evolution_13,adoption_evolution_14,adoption_evolution_15,adoption_evolution_16,adoption_evolution_17,adoption_evolution_18,adoption_evolution_19
43,0.0,0.02,0.12000000000000001,0.04999999999999999,0.04000000000000001,0.009999999999999981,0.0,0.030000000000000027,0.0,0.010000000000000009,0.0,0.009999999999999953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.04,0.049999999999999996,0.020000000000000004,0.020000000000000004,0.0,0.03,0.01999999999999999,0.020000000000000018,0.0,0.01999999999999999,0.0,0.010000000000000009,0.0,0.009999999999999981,0.030000000000000027,0.010000000000000009,0.0,0.009999999999999953
45,0.0,0.01,0.1,0.06000000000000001,0.06999999999999998,0.030000000000000027,0.0,0.0,0.010000000000000009,0.0,0.0,0.019999999999999962,0.0,0.0,0.0,0.010000000000000009,0.0,0.010000000000000009,0.0,0.010000000000000009
46,0.0,0.01,0.01,0.009999999999999998,0.010000000000000002,0.0,0.0,0.010000000000000002,0.0,0.0,0.009999999999999995,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.009999999999999995,0.0
47,0.0,0.04,0.16999999999999998,0.060000000000000026,0.010000000000000009,0.02999999999999997,0.010000000000000009,0.0,0.0,0.010000000000000009,0.0,0.010000000000000009,0.0,0.0,0.009999999999999953,0.0,0.0,0.0,0.0,0.0
48,0.0,0.01,0.049999999999999996,0.04000000000000001,0.009999999999999995,0.0,0.009999999999999995,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.0
49,0.0,0.03,0.09,0.08000000000000002,0.07,0.07,0.009999999999999953,0.07,0.010000000000000009,0.010000000000000009,0.0,0.010000000000000009,0.0,0.02999999999999997,0.020000000000000018,0.010000000000000009,0.0,0.0,0.030000000000000027,0.04999999999999993
50,0.0,0.01,0.09000000000000001,0.06,0.03,0.0,0.01999999999999999,0.0,0.010000000000000009,0.0,0.0,0.0,0.010000000000000009,0.0,0.009999999999999981,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.03,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.03,0.0,0.009999999999999995,0.0,0.0,0.0,0.0,0.020000000000000004
52,0.0,0.02,0.05,0.07999999999999999,0.03,0.020000000000000018,0.01999999999999999,0.010000000000000009,0.0,0.01999999999999999,0.0,0.010000000000000009,0.0,0.020000000000000018,0.009999999999999953,0.0,0.0,0.0,0.010000000000000009,0.0
53,0.0,0.04,0.060000000000000005,0.04000000000000001,0.03,0.009999999999999981,0.0,0.020000000000000018,0.0,0.0,0.009999999999999981,0.0,0.0,0.0,0.020000000000000018,0.009999999999999981,0.020000000000000018,0.0,0.0,0.010000000000000009
54,0.0,0.01,0.1,0.030000000000000013,0.0,0.04999999999999999,0.01999999999999999,0.020000000000000018,0.0,0.0,0.01999999999999999,0.020000000000000018,0.019999999999999962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.03,0.020000000000000004,0.03,0.009999999999999995,0.020000000000000004,0.020000000000000004,0.010000000000000009,0.0,0.0,0.0,0.009999999999999981,0.0,0.010000000000000009,0.0,0.010000000000000009,0.009999999999999981,0.0,0.010000000000000009
56,0.0,0.02,0.030000000000000002,0.05,0.009999999999999995,0.030000000000000013,0.01999999999999999,0.010000000000000009,0.01999999999999999,0.010000000000000009,0.01999999999999999,0.0,0.0,0.010000000000000009,0.009999999999999981,0.0,0.0,0.0,0.0,0.0
57,0.0,0.02,0.14,0.1,0.14999999999999997,0.08000000000000002,0.09999999999999998,0.050000000000000044,0.04999999999999993,0.050000000000000044,0.0,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.0,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.0
58,0.0,0.01,0.08,0.05000000000000002,0.03,0.009999999999999981,0.020000000000000018,0.0,0.009999999999999981,0.010000000000000009,0.01999999999999999,0.0,0.0,0.020000000000000018,0.010000000000000009,0.019999999999999962,0.020000000000000018,0.010000000000000009,0.010000000000000009,0.02999999999999997
